traceroute to www.google.com.ua (172.217.20.163), 64 hops max, 52 byte packets
 1 192.168.1.1  0.951 ms * *
 2 192.168.88.1  1.390 ms  1.399 ms  1.816 ms
 3 10.0.255.255  2.429 ms  2.519 ms  2.585 ms
 4 194.33.189.55  2.636 ms  3.170 ms  3.126 ms
 5 194.33.189.27  3.048 ms  2.934 ms  2.877 ms
 6 108.170.248.138  3.858 ms  3.823 ms  3.859 ms
 7 216.239.46.121  16.615 ms  17.141 ms  17.163 ms
 8 108.170.250.193  16.649 ms  16.599 ms  16.670 ms
 9 216.239.41.165  15.934 ms  15.917 ms  15.869 ms
10 172.217.20.163  15.950 ms  16.019 ms  16.339 ms
