traceroute to www.facebook.com (185.60.216.35), 64 hops max, 52 byte packets
 1 192.168.1.1  1.034 ms * *
 2 192.168.88.1  1.555 ms  1.508 ms  1.528 ms
 3 10.0.255.255  2.339 ms  2.257 ms  2.215 ms
 4 194.33.189.15  2.165 ms  2.427 ms  2.462 ms
 5 87.245.247.158  2.428 ms  2.389 ms  2.460 ms
 6 87.245.234.2  32.344 ms  32.342 ms  32.306 ms
 7 157.240.79.156  32.684 ms  32.662 ms  32.760 ms
 8 31.13.24.224  32.073 ms  32.030 ms  31.995 ms
 9 157.240.43.109  31.527 ms  31.581 ms  31.535 ms
10 157.240.38.125  33.007 ms  32.955 ms  33.031 ms
11 185.60.216.35  32.893 ms  33.069 ms  33.063 ms
