traceroute to ocsp.pki.goog (142.250.75.3), 64 hops max, 52 byte packets
 192.168.1.1  0.802 ms * *
 192.168.88.1  2.183 ms  2.302 ms  2.389 ms
 10.0.255.255  2.787 ms  2.960 ms  3.004 ms
 194.33.189.55  4.671 ms  5.060 ms  5.231 ms
 194.33.189.27  3.187 ms  3.475 ms  3.453 ms
 108.170.248.154  3.430 ms  3.493 ms  3.833 ms
 72.14.234.181  16.595 ms  16.601 ms  16.531 ms
 142.250.37.209  18.335 ms  18.181 ms  18.316 ms
 142.250.238.3  16.947 ms  17.275 ms  17.194 ms
 142.250.75.3  16.227 ms  16.681 ms  16.686 ms
