traceroute to yahoo.com (74.6.231.21), 64 hops max, 52 byte packets
 192.168.1.1  1.037 ms * *
 192.168.88.1  1.743 ms  1.789 ms  1.840 ms
 10.0.255.255  2.621 ms  2.779 ms  2.834 ms
 194.33.189.15  2.852 ms  2.906 ms  4.170 ms
 87.245.247.158  4.133 ms  4.232 ms  4.160 ms
 87.245.233.39  27.036 ms  26.939 ms  26.875 ms
 193.178.185.111  34.810 ms  34.797 ms  34.774 ms
 209.191.112.25  43.345 ms  43.353 ms  43.335 ms
 209.191.64.24  122.516 ms  122.541 ms  122.535 ms
 209.191.64.39  135.562 ms  135.627 ms  135.626 ms
 209.191.64.218  150.902 ms  150.934 ms  150.960 ms
 216.115.105.181  151.379 ms  151.404 ms  151.517 ms
 98.138.97.75  152.500 ms  152.427 ms  152.462 ms
 98.138.51.4  148.278 ms  148.340 ms  148.337 ms
 98.138.97.157  152.279 ms  152.358 ms  152.493 ms
 74.6.231.21  148.244 ms  148.352 ms  148.400 ms
