traceroute to www.google.com (172.217.16.4), 64 hops max, 52 byte packets
 192.168.1.1  1.013 ms * *
 192.168.88.1  1.413 ms  2.034 ms  2.068 ms
 10.0.255.255  2.836 ms  3.044 ms  3.251 ms
 194.33.189.55  7.495 ms  7.481 ms  7.441 ms
 194.33.189.27  4.045 ms  4.048 ms  4.127 ms
 108.170.248.155  3.546 ms  3.548 ms  3.955 ms
 142.250.227.43  16.377 ms  16.348 ms  16.303 ms
 108.170.250.193  16.572 ms  16.538 ms  16.642 ms
 216.239.40.43  16.981 ms  17.318 ms  17.247 ms
 172.217.16.4  16.390 ms  16.672 ms  16.806 ms
