traceroute to inbox.google.com (142.250.75.5), 64 hops max, 52 byte packets
 1 192.168.1.1  1.204 ms * *
 2 192.168.88.1  1.642 ms  1.821 ms  1.856 ms
 3 10.0.255.255  13.839 ms  13.783 ms  13.722 ms
 4 194.33.189.55  2.025 ms  2.615 ms  2.645 ms
 5 194.33.189.27  2.884 ms  2.871 ms  2.883 ms
 6 108.170.248.154  3.413 ms  3.394 ms  3.469 ms
 7 72.14.236.195  16.222 ms  16.139 ms  16.339 ms
 8 142.250.37.193  15.752 ms  15.773 ms  15.724 ms
 9 142.250.238.1  16.535 ms  16.656 ms  16.617 ms
10 142.250.75.5  15.777 ms  15.770 ms  15.824 ms
