traceroute to www.youtube.com (142.250.203.206), 64 hops max, 52 byte packets
 1 192.168.1.1  1.099 ms * *
 2 192.168.88.1  1.891 ms  1.890 ms  1.964 ms
 3 10.0.255.255  2.094 ms  2.225 ms  2.308 ms
 4 194.33.189.55  2.269 ms  2.244 ms  2.184 ms
 5 194.33.189.27  2.167 ms  2.168 ms  2.420 ms
 6 108.170.248.155  2.459 ms  2.437 ms  2.377 ms
 7 216.239.46.121  16.144 ms  16.933 ms  16.948 ms
 8 108.170.250.193  16.381 ms  16.379 ms  16.314 ms
 9 209.85.250.175  15.347 ms  15.322 ms  15.253 ms
10 142.250.203.206  15.348 ms  15.257 ms  15.530 ms
