traceroute to app.adjust.net.in (185.151.204.32), 64 hops max, 52 byte packets
 192.168.1.1  1.074 ms * *
 192.168.88.1  1.594 ms  1.684 ms  1.992 ms
 10.0.255.255  2.620 ms  2.580 ms  2.710 ms
 194.33.189.15  2.926 ms  3.080 ms  3.051 ms
 87.245.247.158  2.771 ms  2.775 ms  2.705 ms
 87.245.232.139  34.294 ms  34.423 ms  34.404 ms
 154.14.40.233  34.376 ms  34.381 ms  34.354 ms
 213.200.117.218  38.670 ms  38.614 ms  39.055 ms
 77.67.81.78  38.827 ms  38.825 ms  38.797 ms
 185.151.205.9  39.287 ms  39.205 ms  39.345 ms
 185.151.206.229  38.036 ms  38.035 ms  38.494 ms
 185.151.204.32  39.370 ms  39.125 ms  38.938 ms
