traceroute to csi.gstatic.com (216.58.209.3), 64 hops max, 52 byte packets
 1 192.168.1.1  0.999 ms * *
 2 192.168.88.1  1.457 ms  1.909 ms  2.103 ms
 3 10.0.255.255  5.556 ms  5.533 ms  5.485 ms
 4 194.33.189.55  2.221 ms  2.336 ms  2.420 ms
 5 194.33.189.27  2.495 ms  2.648 ms  2.720 ms
 6 108.170.248.138  2.759 ms  2.887 ms  2.956 ms
 7 142.250.227.43  15.959 ms  15.948 ms  15.886 ms
 8 108.170.250.209  16.561 ms  16.618 ms  16.891 ms
 9 172.253.68.31  16.367 ms  16.382 ms  16.685 ms
10 216.58.209.3  15.366 ms  15.535 ms  15.489 ms
