traceroute to notify.bugsnag.com (35.186.205.6), 64 hops max, 52 byte packets
 192.168.1.1  1.046 ms * *
 192.168.88.1  1.954 ms  2.016 ms  2.001 ms
 10.0.255.255  2.626 ms  2.677 ms  2.662 ms
 194.33.189.55  3.760 ms  3.883 ms  3.895 ms
 194.33.189.27  3.884 ms  3.850 ms  3.821 ms
 108.170.248.155  3.878 ms  3.850 ms  3.885 ms
 142.251.224.82  17.598 ms  17.671 ms  17.983 ms
 74.125.242.225  18.405 ms  18.468 ms  18.434 ms
 142.251.228.27  16.626 ms  16.640 ms  16.674 ms
 35.186.205.6  16.488 ms  16.470 ms  16.830 ms
