traceroute to api.mixpanel.com (130.211.34.183), 64 hops max, 52 byte packets
 1 192.168.1.1  1.049 ms * *
 2 192.168.88.1  1.728 ms  1.805 ms  1.836 ms
 3 10.0.255.255  1.954 ms  2.638 ms  3.034 ms
 4 194.33.189.55  3.105 ms  3.041 ms  2.967 ms
 5 194.33.189.27  2.715 ms  2.826 ms  2.833 ms
 6 108.170.248.138  3.235 ms  3.198 ms  3.217 ms
 7 142.251.224.82  19.524 ms  19.518 ms  19.481 ms
 8 142.251.77.181  21.844 ms  21.816 ms  21.905 ms
 9 74.125.242.225  21.872 ms  21.962 ms  21.920 ms
10 142.251.65.221  19.147 ms  19.078 ms  19.035 ms
11 130.211.34.183  18.993 ms  18.966 ms  19.077 ms
