traceroute to yahoo.com (74.6.231.21), 64 hops max, 52 byte packets
 1 192.168.1.1  1.224 ms * *
 2 192.168.88.1  1.491 ms  1.564 ms  1.579 ms
 3 10.0.255.255  12.437 ms  12.347 ms  12.370 ms
 4 194.33.189.15  1.948 ms  2.770 ms  2.755 ms
 5 87.245.247.158  2.728 ms  2.853 ms  2.820 ms
 6 87.245.233.113  120.567 ms  120.560 ms  120.521 ms
 7 198.32.160.121  116.240 ms  116.270 ms  116.240 ms
 8 209.191.64.159  122.565 ms  122.539 ms  122.455 ms
 9 209.191.64.56  141.243 ms  141.172 ms  141.052 ms
10 209.191.64.212  152.202 ms  152.330 ms  152.285 ms
11 216.115.105.181  151.664 ms  151.746 ms  151.726 ms
12 98.138.97.75  145.363 ms  145.453 ms  145.583 ms
13 98.138.51.4  152.606 ms  152.702 ms  152.635 ms
14 98.138.97.157  147.206 ms 98.138.97.156  152.899 ms 98.138.97.157  147.146 ms
15 74.6.231.21  147.339 ms  147.235 ms  147.356 ms
