traceroute to api.mixpanel.com (35.190.25.25), 64 hops max, 52 byte packets
 192.168.1.1  1.060 ms * *
 192.168.88.1  1.803 ms  1.758 ms  1.821 ms
 10.0.255.255  11.531 ms  11.466 ms  11.394 ms
 194.33.189.55  5.193 ms  5.260 ms  5.188 ms
 194.33.189.27  8.443 ms  8.375 ms  8.347 ms
 108.170.248.155  2.613 ms  2.607 ms  2.611 ms
 72.14.239.111  2.930 ms  2.962 ms  2.862 ms
 142.251.224.76  15.954 ms  16.155 ms  16.100 ms
 74.125.242.241  15.676 ms  15.776 ms  15.913 ms
 142.251.65.219  15.622 ms  15.795 ms  15.827 ms
 35.190.25.25  15.778 ms  15.858 ms  15.754 ms
