traceroute to app.adjust.net.in (185.151.204.33), 64 hops max, 52 byte packets
 192.168.1.1  1.021 ms * *
 192.168.88.1  1.626 ms  1.891 ms  1.968 ms
 10.0.255.255  2.197 ms  2.309 ms  2.366 ms
 194.33.189.15  2.283 ms  2.141 ms  2.194 ms
 87.245.247.158  2.614 ms  2.568 ms  2.654 ms
 87.245.234.2  32.186 ms  32.106 ms  32.158 ms
 154.14.40.233  31.366 ms  31.332 ms  31.270 ms
 213.200.117.218  38.386 ms  38.475 ms  38.296 ms
 77.67.81.78  37.917 ms  37.893 ms  37.865 ms
 185.151.205.9  38.847 ms  38.823 ms  38.876 ms
 185.151.205.31  38.825 ms  39.024 ms  38.996 ms
 185.151.204.33  39.029 ms  39.149 ms  39.401 ms
