traceroute to www.facebook.com (157.240.236.35), 64 hops max, 52 byte packets
 192.168.1.1  1.097 ms * *
 192.168.88.1  1.868 ms  2.042 ms  2.186 ms
 10.0.255.255  2.641 ms  2.600 ms  2.537 ms
 194.33.189.15  11.044 ms  10.992 ms  10.916 ms
 87.245.247.158  2.400 ms  2.482 ms  2.465 ms
 87.245.232.244  36.696 ms  36.587 ms  36.661 ms
 157.240.79.156  31.526 ms  31.622 ms  31.567 ms
 31.13.24.224  30.692 ms  31.049 ms  31.132 ms
 129.134.103.69  29.880 ms  29.854 ms  29.786 ms
 157.240.39.35  31.694 ms  31.675 ms  31.643 ms
 157.240.236.35  29.634 ms  29.705 ms  29.907 ms
