traceroute to api.snapkit.com (216.58.215.115), 64 hops max, 52 byte packets
 192.168.1.1  1.275 ms * *
 192.168.88.1  1.370 ms  1.436 ms  1.502 ms
 10.0.255.255  1.892 ms  2.181 ms  2.275 ms
 194.33.189.55  2.252 ms  2.166 ms  2.280 ms
 194.33.189.27  2.272 ms  2.241 ms  2.267 ms
 108.170.248.155  4.307 ms  4.286 ms  4.275 ms
 216.239.46.121  16.262 ms  16.334 ms  16.389 ms
 108.170.250.193  16.232 ms  16.331 ms  16.760 ms
 108.170.234.245  16.891 ms  16.860 ms  16.835 ms
 216.58.215.115  16.313 ms  16.255 ms  16.160 ms
