traceroute to archive.org (207.241.224.2), 64 hops max, 52 byte packets
 192.168.1.1  1.174 ms * *
 192.168.88.1  1.948 ms  2.090 ms  2.116 ms
 10.0.255.255  2.440 ms  2.411 ms  2.496 ms
 194.33.189.15  2.631 ms  2.750 ms  2.808 ms
 87.245.247.158  2.840 ms  2.915 ms  3.038 ms
 87.245.232.217  19.532 ms  19.475 ms  19.478 ms
 193.188.137.175  20.956 ms  21.040 ms  21.121 ms
 184.104.194.94  20.999 ms  21.042 ms  20.959 ms
 72.52.92.205  21.011 ms  20.918 ms  21.007 ms
 184.105.65.5  41.178 ms  41.065 ms  40.889 ms
 72.52.92.113  107.122 ms  107.074 ms  107.021 ms
 184.104.197.54  107.291 ms  107.225 ms  107.157 ms
 184.105.81.61  174.091 ms  174.066 ms  174.010 ms
 184.105.81.86  173.954 ms  174.093 ms  174.257 ms
 64.71.160.46  173.951 ms  173.919 ms  173.981 ms
 207.241.224.2  174.398 ms  174.626 ms  174.604 ms
