traceroute to www.google.com.ua (142.250.203.131), 64 hops max, 52 byte packets
 192.168.1.1  1.129 ms * *
 192.168.88.1  1.592 ms  1.713 ms  2.088 ms
 10.0.255.255  3.813 ms  3.726 ms  3.685 ms
 194.33.189.55  3.747 ms  3.808 ms  3.762 ms
 194.33.189.27  3.689 ms  3.625 ms  3.534 ms
 108.170.248.154  3.476 ms  3.255 ms  3.070 ms
 72.14.236.195  19.393 ms  19.332 ms  19.184 ms
 142.250.37.209  21.133 ms  20.889 ms  20.962 ms
 72.14.237.17  19.157 ms  19.093 ms  19.162 ms
 142.250.203.131  18.421 ms  18.496 ms  18.478 ms
