traceroute to inbox.google.com (142.250.75.5), 64 hops max, 52 byte packets
 192.168.1.1  0.992 ms * *
 192.168.88.1  1.480 ms  1.519 ms  1.644 ms
 10.0.255.255  2.100 ms  2.067 ms  2.066 ms
 194.33.189.55  2.105 ms  2.236 ms  2.423 ms
 194.33.189.27  2.384 ms  2.403 ms  2.391 ms
 108.170.248.154  2.467 ms  2.583 ms  2.705 ms
 72.14.236.195  15.962 ms  16.260 ms  16.166 ms
 142.250.37.193  15.611 ms  15.521 ms  15.593 ms
 142.250.238.1  16.799 ms  16.722 ms  16.653 ms
 142.250.75.5  15.721 ms  15.834 ms  15.768 ms
