traceroute to www.youtube.com (142.250.203.206), 64 hops max, 52 byte packets
 1 192.168.1.1  0.943 ms * *
 2 192.168.88.1  1.442 ms  1.963 ms  2.007 ms
 3 10.0.255.255  2.611 ms  2.682 ms  2.726 ms
 4 194.33.189.55  2.767 ms  2.807 ms  2.804 ms
 5 194.33.189.27  3.270 ms  3.160 ms  3.200 ms
 6 108.170.248.155  3.177 ms  3.208 ms  3.224 ms
 7 216.239.46.121  16.569 ms  16.719 ms  17.571 ms
 8 108.170.250.193  16.361 ms  16.788 ms  16.791 ms
 9 209.85.250.175  15.908 ms  16.302 ms  16.916 ms
10 142.250.203.206  16.087 ms  16.384 ms  16.475 ms
