traceroute to www.youtube.com (142.250.203.206), 64 hops max, 52 byte packets
 192.168.1.1  1.078 ms * *
 192.168.88.1  1.637 ms  1.657 ms  1.665 ms
 10.0.255.255  2.436 ms  2.458 ms  2.440 ms
 194.33.189.55  3.247 ms  3.307 ms  3.371 ms
 194.33.189.27  4.406 ms  4.495 ms  4.478 ms
 108.170.248.155  3.132 ms  3.843 ms  3.907 ms
 216.239.46.121  17.719 ms  17.671 ms  17.621 ms
 108.170.250.193  17.027 ms  17.128 ms  17.284 ms
 209.85.250.175  16.584 ms  16.587 ms  16.535 ms
 142.250.203.206  16.334 ms  16.271 ms  16.149 ms
