traceroute to mask-h2.icloud.com (172.224.38.6), 64 hops max, 52 byte packets
 192.168.1.1  1.290 ms * *
 192.168.88.1  1.742 ms  2.045 ms  2.059 ms
 10.0.255.255  3.235 ms  3.451 ms  3.400 ms
 194.33.189.15  7.085 ms  7.042 ms  7.055 ms
 87.245.247.158  3.418 ms  3.497 ms  3.572 ms
 87.245.232.244  31.099 ms  31.004 ms  30.845 ms
 62.115.178.56  29.784 ms  29.787 ms  29.722 ms
 62.115.114.88  58.272 ms  58.253 ms  58.146 ms
 62.115.137.203  40.094 ms  40.070 ms  39.932 ms
 62.115.114.111  57.726 ms  57.671 ms  57.615 ms
 213.248.79.66  132.083 ms  132.067 ms  132.011 ms
 172.224.38.6  58.026 ms  58.263 ms  58.231 ms
