traceroute to mask-h2.icloud.com (172.224.38.9), 64 hops max, 52 byte packets
 192.168.1.1  1.284 ms * *
 192.168.88.1  2.101 ms  2.080 ms  2.104 ms
 10.0.255.255  2.731 ms  2.565 ms  2.512 ms
 194.33.189.15  2.397 ms  2.190 ms  2.256 ms
 87.245.247.158  2.102 ms  2.024 ms  2.129 ms
 87.245.234.2  31.804 ms  31.682 ms  31.761 ms
 62.115.178.56  30.714 ms  30.682 ms  30.589 ms
 62.115.114.90  59.227 ms  59.284 ms  59.244 ms
 62.115.138.23  41.514 ms  41.498 ms  41.413 ms
 62.115.114.113  58.159 ms  58.162 ms  58.136 ms
 213.248.79.66  105.376 ms  105.370 ms  105.343 ms
 172.224.38.9  58.448 ms  58.581 ms  58.799 ms
